Platform,Attack,Layer,Defense,Attacker,Workload,ASR,DDR,FPR_D,PEP,ASupR,DOI
P2,A1_SIEM_Injection,Data,D1_Input_Sanitization,Static,High,0.646,0.206,0.052,0.0,0.492,1.19
P2,A1_SIEM_Injection,Data,D1_Input_Sanitization,Defense_Aware,Low,0.632,0.176,0.05,0.0,0.484,1.08
P2,A1_SIEM_Injection,Data,D1_Input_Sanitization,Defense_Aware,Medium,0.662,0.176,0.05,0.0,0.51,1.13
P2,A1_SIEM_Injection,Data,D1_Input_Sanitization,Defense_Aware,High,0.718,0.176,0.052,0.0,0.556,1.19
P2,A1_SIEM_Injection,Data,D1_Input_Sanitization,Adaptive,Low,0.692,0.132,0.05,0.0,0.542,1.08
P2,A1_SIEM_Injection,Data,D1_Input_Sanitization,Adaptive,Medium,0.752,0.132,0.05,0.0,0.578,1.13
P2,A1_SIEM_Injection,Data,D1_Input_Sanitization,Adaptive,High,0.822,0.132,0.052,0.0,0.634,1.19
P2,A1_SIEM_Injection,Data,D2_Tool_Attestation,Static,Low,0.534,0.184,0.014,0.0,0.382,1.06
P2,A1_SIEM_Injection,Data,D2_Tool_Attestation,Static,Medium,0.558,0.184,0.014,0.0,0.422,1.11
P2,A1_SIEM_Injection,Data,D2_Tool_Attestation,Static,High,0.604,0.184,0.014,0.0,0.458,1.17
P2,A1_SIEM_Injection,Data,D2_Tool_Attestation,Defense_Aware,Low,0.588,0.138,0.014,0.0,0.454,1.06
P2,A1_SIEM_Injection,Data,D2_Tool_Attestation,Defense_Aware,Medium,0.628,0.138,0.014,0.0,0.482,1.11
P2,A1_SIEM_Injection,Data,D2_Tool_Attestation,Defense_Aware,High,0.668,0.138,0.014,0.0,0.522,1.17
P2,A1_SIEM_Injection,Data,D2_Tool_Attestation,Adaptive,Low,0.656,0.092,0.014,0.0,0.512,1.06
P2,A1_SIEM_Injection,Data,D2_Tool_Attestation,Adaptive,Medium,0.694,0.092,0.014,0.0,0.542,1.11
P2,A1_SIEM_Injection,Data,D2_Tool_Attestation,Adaptive,High,0.77,0.092,0.014,0.0,0.582,1.17
P2,A1_SIEM_Injection,Data,D3_Response_Verification,Static,Low,0.554,0.172,0.026,0.0,0.41,1.1
P2,A1_SIEM_Injection,Data,D3_Response_Verification,Static,Medium,0.584,0.172,0.026,0.0,0.442,1.15
P2,A1_SIEM_Injection,Data,D3_Response_Verification,Static,High,0.626,0.172,0.03,0.0,0.482,1.21
P2,A1_SIEM_Injection,Data,D3_Response_Verification,Defense_Aware,Low,0.614,0.126,0.026,0.0,0.472,1.1
P2,A1_SIEM_Injection,Data,D3_Response_Verification,Defense_Aware,Medium,0.654,0.126,0.026,0.0,0.504,1.15
P2,A1_SIEM_Injection,Data,D3_Response_Verification,Defense_Aware,High,0.696,0.126,0.03,0.0,0.542,1.21
P2,A1_SIEM_Injection,Data,D3_Response_Verification,Adaptive,Low,0.682,0.08,0.026,0.0,0.53,1.1
P2,A1_SIEM_Injection,Data,D3_Response_Verification,Adaptive,Medium,0.73,0.08,0.026,0.0,0.564,1.15
P2,A1_SIEM_Injection,Data,D3_Response_Verification,Adaptive,High,0.806,0.08,0.03,0.0,0.606,1.21
P2,A1_SIEM_Injection,Data,D4_Agent_Isolation,Static,Low,0.562,0.146,0.016,0.0,0.426,1.07
P2,A1_SIEM_Injection,Data,D4_Agent_Isolation,Static,Medium,0.598,0.146,0.016,0.0,0.458,1.12
P2,A1_SIEM_Injection,Data,D4_Agent_Isolation,Static,High,0.644,0.146,0.018,0.0,0.496,1.18
P2,A1_SIEM_Injection,Data,D4_Agent_Isolation,Defense_Aware,Low,0.626,0.098,0.016,0.0,0.49,1.07
P2,A1_SIEM_Injection,Data,D4_Agent_Isolation,Defense_Aware,Medium,0.67,0.098,0.016,0.0,0.514,1.12
P2,A1_SIEM_Injection,Data,D4_Agent_Isolation,Defense_Aware,High,0.722,0.098,0.018,0.0,0.554,1.18
P2,A1_SIEM_Injection,Data,D4_Agent_Isolation,Adaptive,Low,0.694,0.054,0.016,0.0,0.546,1.07
P2,A1_SIEM_Injection,Data,D4_Agent_Isolation,Adaptive,Medium,0.746,0.054,0.016,0.0,0.582,1.12
P2,A1_SIEM_Injection,Data,D4_Agent_Isolation,Adaptive,High,0.834,0.054,0.018,0.0,0.626,1.18
P2,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Static,Low,0.548,0.19,0.058,0.0,0.392,1.16
P2,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Static,Medium,0.572,0.19,0.06,0.0,0.428,1.21
P2,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Static,High,0.616,0.19,0.068,0.0,0.47,1.27
P2,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Defense_Aware,Low,0.596,0.146,0.058,0.0,0.458,1.16
P2,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Defense_Aware,Medium,0.632,0.146,0.06,0.0,0.49,1.21
P2,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Defense_Aware,High,0.676,0.146,0.068,0.0,0.526,1.27
P2,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Adaptive,Low,0.668,0.098,0.058,0.0,0.516,1.16
P2,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Adaptive,Medium,0.712,0.098,0.06,0.0,0.548,1.21
P2,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Adaptive,High,0.778,0.098,0.068,0.0,0.594,1.27
P2,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Static,Low,0.58,0.152,0.04,0.0,0.446,1.05
P2,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Static,Medium,0.62,0.152,0.042,0.0,0.478,1.1
P2,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Static,High,0.662,0.152,0.044,0.0,0.508,1.16
P2,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Defense_Aware,Low,0.648,0.102,0.04,0.0,0.502,1.05
P2,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Defense_Aware,Medium,0.684,0.102,0.042,0.0,0.538,1.1
P2,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Defense_Aware,High,0.748,0.102,0.044,0.0,0.576,1.16
P2,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Adaptive,Low,0.716,0.058,0.04,0.0,0.566,1.05
P2,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Adaptive,Medium,0.782,0.058,0.042,0.0,0.6,1.1
P2,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Adaptive,High,0.852,0.058,0.044,0.0,0.648,1.16
P2,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Static,Low,0.35,0.29,0.084,0.0,0.256,1.26
P2,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Static,Medium,0.402,0.29,0.084,0.0,0.298,1.31
P2,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Static,High,0.464,0.29,0.09,0.0,0.328,1.37
P2,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.442,0.248,0.084,0.0,0.32,1.26
P2,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.488,0.248,0.084,0.0,0.354,1.31
P2,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.524,0.248,0.09,0.0,0.398,1.37
P2,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Adaptive,Low,0.52,0.21,0.084,0.0,0.386,1.26
P2,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.554,0.21,0.084,0.0,0.42,1.31
P2,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Adaptive,High,0.608,0.21,0.09,0.0,0.462,1.37
P2,A1_SIEM_Injection,Data,Bundle_All,Static,Low,0.276,0.31,0.118,0.0,0.228,1.43
P2,A1_SIEM_Injection,Data,Bundle_All,Static,Medium,0.322,0.31,0.124,0.0,0.242,1.48
P2,A1_SIEM_Injection,Data,Bundle_All,Static,High,0.382,0.31,0.134,0.0,0.286,1.54
P2,A1_SIEM_Injection,Data,Bundle_All,Defense_Aware,Low,0.358,0.282,0.118,0.0,0.262,1.43
P2,A1_SIEM_Injection,Data,Bundle_All,Defense_Aware,Medium,0.412,0.282,0.124,0.0,0.296,1.48
P2,A1_SIEM_Injection,Data,Bundle_All,Defense_Aware,High,0.466,0.282,0.134,0.0,0.338,1.54
P2,A1_SIEM_Injection,Data,Bundle_All,Adaptive,Low,0.464,0.242,0.118,0.0,0.334,1.43
P2,A1_SIEM_Injection,Data,Bundle_All,Adaptive,Medium,0.484,0.242,0.124,0.0,0.364,1.48
P2,A1_SIEM_Injection,Data,Bundle_All,Adaptive,High,0.53,0.242,0.134,0.0,0.402,1.54
P2,A2_Alert_Crafting,Data,No Defense,Static,Low,0.664,0.0,0.0,0.0,0.52,1.0
P2,A2_Alert_Crafting,Data,No Defense,Static,Medium,0.708,0.0,0.0,0.0,0.548,1.05
P2,A2_Alert_Crafting,Data,No Defense,Static,High,0.772,0.0,0.0,0.0,0.588,1.11
P2,A2_Alert_Crafting,Data,No Defense,Defense_Aware,Low,0.744,0.0,0.0,0.0,0.57,1.0
P2,A2_Alert_Crafting,Data,No Defense,Defense_Aware,Medium,0.8,0.0,0.0,0.0,0.61,1.05
P2,A2_Alert_Crafting,Data,No Defense,Defense_Aware,High,0.868,0.0,0.0,0.0,0.656,1.11
P2,A2_Alert_Crafting,Data,No Defense,Adaptive,Low,0.842,0.0,0.0,0.0,0.634,1.0
P2,A2_Alert_Crafting,Data,No Defense,Adaptive,Medium,0.884,0.0,0.0,0.0,0.662,1.05
P2,A2_Alert_Crafting,Data,No Defense,Adaptive,High,0.958,0.0,0.0,0.0,0.71,1.11
P2,A2_Alert_Crafting,Data,D1_Input_Sanitization,Static,Low,0.542,0.244,0.05,0.0,0.396,1.08
P2,A2_Alert_Crafting,Data,D1_Input_Sanitization,Static,Medium,0.56,0.244,0.05,0.0,0.436,1.13
P2,A2_Alert_Crafting,Data,D1_Input_Sanitization,Static,High,0.614,0.244,0.052,0.0,0.474,1.19
P2,A2_Alert_Crafting,Data,D1_Input_Sanitization,Defense_Aware,Low,0.588,0.206,0.05,0.0,0.456,1.08
P2,A2_Alert_Crafting,Data,D1_Input_Sanitization,Defense_Aware,Medium,0.626,0.206,0.05,0.0,0.484,1.13
P2,A2_Alert_Crafting,Data,D1_Input_Sanitization,Defense_Aware,High,0.67,0.206,0.052,0.0,0.526,1.19
P2,A2_Alert_Crafting,Data,D1_Input_Sanitization,Adaptive,Low,0.656,0.172,0.05,0.0,0.506,1.08
P2,A2_Alert_Crafting,Data,D1_Input_Sanitization,Adaptive,Medium,0.696,0.172,0.05,0.0,0.544,1.13
P2,A2_Alert_Crafting,Data,D1_Input_Sanitization,Adaptive,High,0.77,0.172,0.052,0.0,0.592,1.19
P2,A2_Alert_Crafting,Data,D2_Tool_Attestation,Static,Low,0.476,0.214,0.014,0.0,0.354,1.06
P2,A2_Alert_Crafting,Data,D2_Tool_Attestation,Static,Medium,0.53,0.214,0.014,0.0,0.388,1.11
P2,A2_Alert_Crafting,Data,D2_Tool_Attestation,Static,High,0.564,0.214,0.014,0.0,0.424,1.17
P2,A2_Alert_Crafting,Data,D2_Tool_Attestation,Defense_Aware,Low,0.554,0.188,0.014,0.0,0.408,1.06
P2,A2_Alert_Crafting,Data,D2_Tool_Attestation,Defense_Aware,Medium,0.59,0.188,0.014,0.0,0.438,1.11
P2,A2_Alert_Crafting,Data,D2_Tool_Attestation,Defense_Aware,High,0.628,0.188,0.014,0.0,0.482,1.17
P2,A2_Alert_Crafting,Data,D2_Tool_Attestation,Adaptive,Low,0.616,0.142,0.014,0.0,0.476,1.06
P2,A2_Alert_Crafting,Data,D2_Tool_Attestation,Adaptive,Medium,0.65,0.142,0.014,0.0,0.506,1.11
P2,A2_Alert_Crafting,Data,D2_Tool_Attestation,Adaptive,High,0.704,0.142,0.014,0.0,0.538,1.17
P2,A2_Alert_Crafting,Data,D3_Response_Verification,Static,Low,0.526,0.206,0.026,0.0,0.38,1.1
P2,A2_Alert_Crafting,Data,D3_Response_Verification,Static,Medium,0.552,0.206,0.026,0.0,0.41,1.15
P2,A2_Alert_Crafting,Data,D3_Response_Verification,Static,High,0.588,0.206,0.03,0.0,0.452,1.21
P2,A2_Alert_Crafting,Data,D3_Response_Verification,Defense_Aware,Low,0.578,0.172,0.026,0.0,0.438,1.1
P2,A2_Alert_Crafting,Data,D3_Response_Verification,Defense_Aware,Medium,0.616,0.172,0.026,0.0,0.47,1.15
P2,A2_Alert_Crafting,Data,D3_Response_Verification,Defense_Aware,High,0.652,0.172,0.03,0.0,0.504,1.21
P2,A2_Alert_Crafting,Data,D3_Response_Verification,Adaptive,Low,0.642,0.132,0.026,0.0,0.496,1.1
P2,A2_Alert_Crafting,Data,D3_Response_Verification,Adaptive,Medium,0.68,0.132,0.026,0.0,0.524,1.15
P2,A2_Alert_Crafting,Data,D3_Response_Verification,Adaptive,High,0.736,0.132,0.03,0.0,0.566,1.21
P2,A2_Alert_Crafting,Data,D4_Agent_Isolation,Static,Low,0.544,0.188,0.016,0.0,0.386,1.07
P2,A2_Alert_Crafting,Data,D4_Agent_Isolation,Static,Medium,0.562,0.188,0.016,0.0,0.43,1.12
P2,A2_Alert_Crafting,Data,D4_Agent_Isolation,Static,High,0.606,0.188,0.018,0.0,0.466,1.18
P2,A2_Alert_Crafting,Data,D4_Agent_Isolation,Defense_Aware,Low,0.59,0.144,0.016,0.0,0.456,1.07
P2,A2_Alert_Crafting,Data,D4_Agent_Isolation,Defense_Aware,Medium,0.63,0.144,0.016,0.0,0.49,1.12
P2,A2_Alert_Crafting,Data,D4_Agent_Isolation,Defense_Aware,High,0.67,0.144,0.018,0.0,0.524,1.18
P2,A2_Alert_Crafting,Data,D4_Agent_Isolation,Adaptive,Low,0.662,0.096,0.016,0.0,0.512,1.07
P2,A2_Alert_Crafting,Data,D4_Agent_Isolation,Adaptive,Medium,0.696,0.096,0.016,0.0,0.544,1.12
P2,A2_Alert_Crafting,Data,D4_Agent_Isolation,Adaptive,High,0.776,0.096,0.018,0.0,0.588,1.18
P2,A2_Alert_Crafting,Data,D5_Consensus_Protocol,Static,Low,0.49,0.228,0.058,0.0,0.364,1.16
P2,A2_Alert_Crafting,Data,D5_Consensus_Protocol,Static,Medium,0.536,0.228,0.06,0.0,0.4,1.21
P2,A2_Alert_Crafting,Data,D5_Consensus_Protocol,Static,High,0.568,0.228,0.068,0.0,0.44,1.27
P2,A2_Alert_Crafting,Data,D5_Consensus_Protocol,Defense_Aware,Low,0.558,0.196,0.058,0.0,0.424,1.16
P2,A2_Alert_Crafting,Data,D5_Consensus_Protocol,Defense_Aware,Medium,0.592,0.196,0.06,0.0,0.456,1.21
P2,A2_Alert_Crafting,Data,D5_Consensus_Protocol,Defense_Aware,High,0.638,0.196,0.068,0.0,0.49,1.27
P2,A2_Alert_Crafting,Data,D5_Consensus_Protocol,Adaptive,Low,0.63,0.152,0.058,0.0,0.484,1.16
P2,A2_Alert_Crafting,Data,D5_Consensus_Protocol,Adaptive,Medium,0.662,0.152,0.06,0.0,0.51,1.21
P2,A2_Alert_Crafting,Data,D5_Consensus_Protocol,Adaptive,High,0.714,0.152,0.068,0.0,0.546,1.27
P2,A2_Alert_Crafting,Data,D6_Behavioral_Monitor,Static,Low,0.556,0.192,0.04,0.0,0.414,1.05
P2,A2_Alert_Crafting,Data,D6_Behavioral_Monitor,Static,Medium,0.578,0.192,0.042,0.0,0.446,1.1
P2,A2_Alert_Crafting,Data,D6_Behavioral_Monitor,Static,High,0.626,0.192,0.044,0.0,0.484,1.16
P2,A2_Alert_Crafting,Data,D6_Behavioral_Monitor,Defense_Aware,Low,0.606,0.15,0.04,0.0,0.47,1.05
P2,A2_Alert_Crafting,Data,D6_Behavioral_Monitor,Defense_Aware,Medium,0.648,0.15,0.042,0.0,0.494,1.1
P2,A2_Alert_Crafting,Data,D6_Behavioral_Monitor,Defense_Aware,High,0.684,0.15,0.044,0.0,0.542,1.16
P2,A2_Alert_Crafting,Data,D6_Behavioral_Monitor,Adaptive,Low,0.676,0.1,0.04,0.0,0.526,1.05
P2,A2_Alert_Crafting,Data,D6_Behavioral_Monitor,Adaptive,Medium,0.73,0.1,0.042,0.0,0.564,1.1
P2,A2_Alert_Crafting,Data,D6_Behavioral_Monitor,Adaptive,High,0.8,0.1,0.044,0.0,0.604,1.16
P2,A2_Alert_Crafting,Data,Bundle_D1_D3_D4_D6,Static,Low,0.29,0.336,0.084,0.0,0.226,1.26
P2,A2_Alert_Crafting,Data,Bundle_D1_D3_D4_D6,Static,Medium,0.352,0.336,0.084,0.0,0.246,1.31
P2,A2_Alert_Crafting,Data,Bundle_D1_D3_D4_D6,Static,High,0.41,0.336,0.09,0.0,0.292,1.37
P2,A2_Alert_Crafting,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.394,0.304,0.084,0.0,0.284,1.26
P2,A2_Alert_Crafting,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.432,0.304,0.084,0.0,0.308,1.31
P2,A2_Alert_Crafting,Data,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.48,0.304,0.09,0.0,0.356,1.37
P2,A2_Alert_Crafting,Data,Bundle_D1_D3_D4_D6,Adaptive,Low,0.476,0.272,0.084,0.0,0.336,1.26
P2,A2_Alert_Crafting,Data,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.5,0.272,0.084,0.0,0.376,1.31
P2,A2_Alert_Crafting,Data,Bundle_D1_D3_D4_D6,Adaptive,High,0.56,0.272,0.09,0.0,0.418,1.37
P2,A2_Alert_Crafting,Data,Bundle_All,Static,Low,0.232,0.372,0.118,0.0,0.184,1.43
P2,A2_Alert_Crafting,Data,Bundle_All,Static,Medium,0.26,0.372,0.124,0.0,0.214,1.48
P2,A2_Alert_Crafting,Data,Bundle_All,Static,High,0.312,0.372,0.134,0.0,0.23,1.54
P2,A2_Alert_Crafting,Data,Bundle_All,Defense_Aware,Low,0.304,0.336,0.118,0.0,0.224,1.43
P2,A2_Alert_Crafting,Data,Bundle_All,Defense_Aware,Medium,0.354,0.336,0.124,0.0,0.258,1.48
P2,A2_Alert_Crafting,Data,Bundle_All,Defense_Aware,High,0.424,0.336,0.134,0.0,0.296,1.54
P2,A2_Alert_Crafting,Data,Bundle_All,Adaptive,Low,0.398,0.304,0.118,0.0,0.29,1.43
P2,A2_Alert_Crafting,Data,Bundle_All,Adaptive,Medium,0.452,0.304,0.124,0.0,0.318,1.48
P2,A2_Alert_Crafting,Data,Bundle_All,Adaptive,High,0.484,0.304,0.134,0.0,0.36,1.54
P2,A3_Context_Poison,Data,No Defense,Static,Low,0.674,0.0,0.0,0.0,0.0,0.999
P2,A3_Context_Poison,Data,No Defense,Static,Medium,0.71,0.0,0.0,0.0,0.0,1.049
P2,A3_Context_Poison,Data,No Defense,Static,High,0.746,0.0,0.0,0.0,0.0,1.109
P2,A3_Context_Poison,Data,No Defense,Defense_Aware,Low,0.726,0.0,0.0,0.0,0.0,0.999
P2,A3_Context_Poison,Data,No Defense,Defense_Aware,Medium,0.768,0.0,0.0,0.0,0.0,1.049
P2,A3_Context_Poison,Data,No Defense,Defense_Aware,High,0.848,0.0,0.0,0.0,0.0,1.109
P2,A3_Context_Poison,Data,No Defense,Adaptive,Low,0.812,0.0,0.0,0.0,0.0,0.999
P2,A3_Context_Poison,Data,No Defense,Adaptive,Medium,0.854,0.0,0.0,0.0,0.0,1.049
P2,A3_Context_Poison,Data,No Defense,Adaptive,High,0.902,0.0,0.0,0.0,0.0,1.109
P2,A3_Context_Poison,Data,D1_Input_Sanitization,Static,Low,0.538,0.194,0.046,0.0,0.0,1.079
P2,A3_Context_Poison,Data,D1_Input_Sanitization,Static,Medium,0.568,0.194,0.054,0.0,0.0,1.129
P2,A3_Context_Poison,Data,D1_Input_Sanitization,Static,High,0.62,0.194,0.056,0.0,0.0,1.189
P2,A3_Context_Poison,Data,D1_Input_Sanitization,Defense_Aware,Low,0.604,0.156,0.046,0.0,0.0,1.079
P2,A3_Context_Poison,Data,D1_Input_Sanitization,Defense_Aware,Medium,0.654,0.156,0.054,0.0,0.0,1.129
P2,A3_Context_Poison,Data,D1_Input_Sanitization,Defense_Aware,High,0.692,0.156,0.056,0.0,0.0,1.189
P2,A3_Context_Poison,Data,D1_Input_Sanitization,Adaptive,Low,0.682,0.122,0.046,0.0,0.0,1.079
P2,A3_Context_Poison,Data,D1_Input_Sanitization,Adaptive,Medium,0.71,0.122,0.054,0.0,0.0,1.129
P2,A3_Context_Poison,Data,D1_Input_Sanitization,Adaptive,High,0.754,0.122,0.056,0.0,0.0,1.189
P2,A3_Context_Poison,Data,D2_Tool_Attestation,Static,Low,0.472,0.166,0.012,0.0,0.0,1.059
P2,A3_Context_Poison,Data,D2_Tool_Attestation,Static,Medium,0.52,0.166,0.012,0.0,0.0,1.109
P2,A3_Context_Poison,Data,D2_Tool_Attestation,Static,High,0.564,0.166,0.012,0.0,0.0,1.169
P2,A3_Context_Poison,Data,D2_Tool_Attestation,Defense_Aware,Low,0.556,0.132,0.012,0.0,0.0,1.059
P2,A3_Context_Poison,Data,D2_Tool_Attestation,Defense_Aware,Medium,0.588,0.132,0.012,0.0,0.0,1.109
P2,A3_Context_Poison,Data,D2_Tool_Attestation,Defense_Aware,High,0.654,0.132,0.012,0.0,0.0,1.169
P2,A3_Context_Poison,Data,D2_Tool_Attestation,Adaptive,Low,0.638,0.09,0.012,0.0,0.0,1.059
P2,A3_Context_Poison,Data,D2_Tool_Attestation,Adaptive,Medium,0.688,0.09,0.012,0.0,0.0,1.109
P2,A3_Context_Poison,Data,D2_Tool_Attestation,Adaptive,High,0.714,0.09,0.012,0.0,0.0,1.169
P2,A3_Context_Poison,Data,D3_Response_Verification,Static,Low,0.51,0.154,0.024,0.0,0.0,1.099
P2,A3_Context_Poison,Data,D3_Response_Verification,Static,Medium,0.556,0.154,0.026,0.0,0.0,1.149
P2,A3_Context_Poison,Data,D3_Response_Verification,Static,High,0.604,0.154,0.028,0.0,0.0,1.209
P2,A3_Context_Poison,Data,D3_Response_Verification,Defense_Aware,Low,0.574,0.122,0.024,0.0,0.0,1.099
P2,A3_Context_Poison,Data,D3_Response_Verification,Defense_Aware,Medium,0.628,0.122,0.026,0.0,0.0,1.149
P2,A3_Context_Poison,Data,D3_Response_Verification,Defense_Aware,High,0.684,0.122,0.028,0.0,0.0,1.209
P2,A3_Context_Poison,Data,D3_Response_Verification,Adaptive,Low,0.666,0.068,0.024,0.0,0.0,1.099
P2,A3_Context_Poison,Data,D3_Response_Verification,Adaptive,Medium,0.706,0.068,0.026,0.0,0.0,1.149
P2,A3_Context_Poison,Data,D3_Response_Verification,Adaptive,High,0.74,0.068,0.028,0.0,0.0,1.209
P2,A3_Context_Poison,Data,D4_Agent_Isolation,Static,Low,0.526,0.138,0.014,0.0,0.0,1.069
P2,A3_Context_Poison,Data,D4_Agent_Isolation,Static,Medium,0.564,0.138,0.018,0.0,0.0,1.119
P2,A3_Context_Poison,Data,D4_Agent_Isolation,Static,High,0.624,0.138,0.02,0.0,0.0,1.179
P2,A3_Context_Poison,Data,D4_Agent_Isolation,Defense_Aware,Low,0.596,0.102,0.014,0.0,0.0,1.069
P2,A3_Context_Poison,Data,D4_Agent_Isolation,Defense_Aware,Medium,0.648,0.102,0.018,0.0,0.0,1.119
P2,A3_Context_Poison,Data,D4_Agent_Isolation,Defense_Aware,High,0.696,0.102,0.02,0.0,0.0,1.179
P2,A3_Context_Poison,Data,D4_Agent_Isolation,Adaptive,Low,0.678,0.054,0.014,0.0,0.0,1.069
P2,A3_Context_Poison,Data,D4_Agent_Isolation,Adaptive,Medium,0.71,0.054,0.018,0.0,0.0,1.119
P2,A3_Context_Poison,Data,D4_Agent_Isolation,Adaptive,High,0.754,0.054,0.02,0.0,0.0,1.179
P2,A3_Context_Poison,Data,D5_Consensus_Protocol,Static,Low,0.494,0.178,0.062,0.0,0.0,1.159
P2,A3_Context_Poison,Data,D5_Consensus_Protocol,Static,Medium,0.538,0.178,0.062,0.0,0.0,1.209
P2,A3_Context_Poison,Data,D5_Consensus_Protocol,Static,High,0.578,0.178,0.066,0.0,0.0,1.269
P2,A3_Context_Poison,Data,D5_Consensus_Protocol,Defense_Aware,Low,0.564,0.144,0.062,0.0,0.0,1.159
P2,A3_Context_Poison,Data,D5_Consensus_Protocol,Defense_Aware,Medium,0.608,0.144,0.062,0.0,0.0,1.209
P2,A3_Context_Poison,Data,D5_Consensus_Protocol,Defense_Aware,High,0.66,0.144,0.066,0.0,0.0,1.269
P2,A3_Context_Poison,Data,D5_Consensus_Protocol,Adaptive,Low,0.648,0.104,0.062,0.0,0.0,1.159
P2,A3_Context_Poison,Data,D5_Consensus_Protocol,Adaptive,Medium,0.69,0.104,0.062,0.0,0.0,1.209
P2,A3_Context_Poison,Data,D5_Consensus_Protocol,Adaptive,High,0.716,0.104,0.066,0.0,0.0,1.269
P2,A3_Context_Poison,Data,D6_Behavioral_Monitor,Static,Low,0.55,0.144,0.034,0.0,0.0,1.049
P2,A3_Context_Poison,Data,D6_Behavioral_Monitor,Static,Medium,0.582,0.144,0.036,0.0,0.0,1.099
P2,A3_Context_Poison,Data,D6_Behavioral_Monitor,Static,High,0.644,0.144,0.04,0.0,0.0,1.159
P2,A3_Context_Poison,Data,D6_Behavioral_Monitor,Defense_Aware,Low,0.626,0.108,0.034,0.0,0.0,1.049
P2,A3_Context_Poison,Data,D6_Behavioral_Monitor,Defense_Aware,Medium,0.666,0.108,0.036,0.0,0.0,1.099
P2,A3_Context_Poison,Data,D6_Behavioral_Monitor,Defense_Aware,High,0.706,0.108,0.04,0.0,0.0,1.159
P2,A3_Context_Poison,Data,D6_Behavioral_Monitor,Adaptive,Low,0.698,0.058,0.034,0.0,0.0,1.049
P2,A3_Context_Poison,Data,D6_Behavioral_Monitor,Adaptive,Medium,0.726,0.058,0.036,0.0,0.0,1.099
P2,A3_Context_Poison,Data,D6_Behavioral_Monitor,Adaptive,High,0.774,0.058,0.04,0.0,0.0,1.159
P2,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Static,Low,0.278,0.304,0.096,0.0,0.0,1.259
P2,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Static,Medium,0.32,0.304,0.102,0.0,0.0,1.309
P2,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Static,High,0.386,0.304,0.114,0.0,0.0,1.369
P2,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.378,0.256,0.096,0.0,0.0,1.259
P2,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.434,0.256,0.102,0.0,0.0,1.309
P2,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.488,0.256,0.114,0.0,0.0,1.369
P2,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Adaptive,Low,0.476,0.212,0.096,0.0,0.0,1.259
P2,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.52,0.212,0.102,0.0,0.0,1.309
P2,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Adaptive,High,0.584,0.212,0.114,0.0,0.0,1.369
P2,A3_Context_Poison,Data,Bundle_All,Static,Low,0.232,0.348,0.128,0.0,0.0,1.429
P2,A3_Context_Poison,Data,Bundle_All,Static,Medium,0.256,0.348,0.136,0.0,0.0,1.479
P2,A3_Context_Poison,Data,Bundle_All,Static,High,0.298,0.348,0.142,0.0,0.0,1.539
